,Player,Age,Player_Season_Num,PTS,GP,prev_GP,prev_G,prev_A,prev_PTS,prev_S,prev_TOI,career_GP,career_G,career_A,career_PTS,career_S,games,total_goals_per_game,goals_pp,chances_pp,shots,shot_pct
214,Adrian Kempe,23.0,4,32,69,25,2,4,6,32.0,306.0,25,2,4,6,32.0,82,5.45,47,245,2478,9.0
215,Adrien Plavsic,23.0,4,27,57,15,3,3,6,14.0,,15,3,3,6,14.0,80,7.37,76,367,2421,12.2
216,Adrien Plavsic,24.0,5,10,47,48,2,10,12,69.0,,63,5,13,18,83.0,80,6.91,71,366,2385,11.6
217,Adrien Plavsic,25.0,6,4,18,16,1,9,10,21.0,,79,6,22,28,104.0,80,6.96,77,402,2440,11.4
218,Adrien Plavsic,26.0,7,3,7,57,6,21,27,62.0,,136,12,43,55,166.0,84,7.25,87,443,2603,11.7
219,Adrien Plavsic,27.0,8,0,6,47,1,9,10,41.0,,183,13,52,65,207.0,84,6.48,76,407,2545,10.7
220,Aki Berg,22.0,4,16,70,51,0,7,7,56.0,,51,0,7,7,56.0,82,6.29,74,413,2481,10.4
221,Aki Berg,23.0,5,7,59,41,2,6,8,65.0,,92,2,13,15,121.0,82,5.83,55,336,2444,9.8
222,Aki Berg,24.0,6,11,81,72,0,8,8,58.0,,164,2,21,23,179.0,82,5.28,57,380,2242,9.6
223,Aki Berg,25.0,7,11,78,70,3,13,16,70.0,1165.0,234,5,34,39,249.0,82,5.49,53,331,2294,9.8
224,Aki Berg,26.0,8,9,79,59,3,4,7,43.0,919.0,293,8,38,46,292.0,82,5.51,63,376,2272,9.9
225,Aki Berg,28.0,9,8,75,81,1,10,11,66.0,1516.0,374,9,48,57,358.0,82,5.24,53,338,2262,9.5
226,Al Iafrate,21.0,4,52,77,68,5,16,21,88.0,,68,5,16,21,88.0,80,7.77,71,321,2447,12.7
227,Al Iafrate,22.0,5,33,65,65,8,25,33,97.0,,133,13,41,54,185.0,80,7.94,82,370,2484,12.8
228,Al Iafrate,23.0,6,63,75,80,9,21,30,133.0,,213,22,62,84,318.0,80,7.34,72,344,2400,12.2
229,Al Iafrate,24.0,7,32,72,77,22,30,52,169.0,,290,44,92,136,487.0,80,7.43,89,437,2435,12.2
230,Al Iafrate,25.0,8,51,78,65,13,20,33,105.0,,355,57,112,169,592.0,80,7.48,85,403,2430,12.3
231,Al Iafrate,26.0,9,66,81,75,21,42,63,153.0,,430,78,154,232,745.0,80,7.37,76,367,2421,12.2
232,Al Iafrate,27.0,10,58,79,72,9,23,32,106.0,,502,87,177,264,851.0,80,6.91,71,366,2385,11.6
233,Al Iafrate,30.0,11,15,38,78,17,34,51,151.0,,580,104,211,315,1002.0,80,6.96,77,402,2440,11.4
234,Al Iafrate,31.0,12,9,21,81,25,41,66,289.0,,661,129,252,381,1291.0,84,7.25,87,443,2603,11.7
235,Al MacInnis,21.0,4,66,67,2,0,0,0,2.0,,2,0,0,0,2.0,80,8.03,73,320,2489,12.9
236,Al MacInnis,22.0,5,68,77,14,1,3,4,7.0,,16,1,3,4,9.0,80,7.73,71,310,2444,12.7
237,Al MacInnis,23.0,6,76,79,51,11,34,45,160.0,,67,12,37,49,169.0,80,7.89,74,336,2448,12.9
238,Al MacInnis,24.0,7,83,80,67,14,52,66,259.0,,134,26,89,115,428.0,80,7.77,71,321,2447,12.7
239,Al MacInnis,25.0,8,74,79,77,11,57,68,241.0,,211,37,146,183,669.0,80,7.94,82,370,2484,12.8
240,Al MacInnis,26.0,9,90,79,79,20,56,76,262.0,,290,57,202,259,931.0,80,7.34,72,344,2400,12.2
241,Al MacInnis,27.0,10,103,78,80,25,58,83,245.0,,370,82,260,342,1176.0,80,7.43,89,437,2435,12.2
242,Al MacInnis,28.0,11,77,72,79,16,58,74,277.0,,449,98,318,416,1453.0,80,7.48,85,403,2430,12.3
243,Al MacInnis,29.0,12,54,50,79,28,62,90,304.0,,528,126,380,506,1757.0,80,7.37,76,367,2421,12.2
244,Al MacInnis,30.0,13,82,75,78,28,75,103,305.0,,606,154,455,609,2062.0,80,6.91,71,366,2385,11.6
245,Al MacInnis,31.0,14,28,32,72,20,57,77,304.0,,678,174,512,686,2366.0,80,6.96,77,402,2440,11.4
246,Al MacInnis,32.0,15,61,82,50,11,43,54,201.0,,728,185,555,740,2567.0,84,7.25,87,443,2603,11.7
247,Al MacInnis,33.0,16,43,72,75,28,54,82,324.0,,803,213,609,822,2891.0,84,6.48,76,407,2545,10.7
248,Al MacInnis,34.0,17,49,71,32,8,20,28,110.0,,835,221,629,850,3001.0,48,5.97,37,209,1408,10.2
249,Al MacInnis,35.0,18,62,82,82,17,44,61,317.0,,917,238,673,911,3318.0,82,6.29,74,413,2481,10.4
250,Al MacInnis,36.0,19,39,61,72,13,30,43,296.0,,989,251,703,954,3614.0,82,5.83,55,336,2444,9.8
251,Al MacInnis,37.0,20,54,59,71,19,30,49,227.0,,1060,270,733,1003,3841.0,82,5.28,57,380,2242,9.6
252,Al MacInnis,38.0,21,46,71,82,20,42,62,314.0,2388.0,1142,290,775,1065,4155.0,82,5.27,57,359,2285,9.4
253,Al MacInnis,39.0,22,68,80,61,11,28,39,245.0,1593.0,1203,301,803,1104,4400.0,82,5.49,53,331,2294,9.8
254,Al MacInnis,40.0,23,2,3,59,12,42,54,218.0,1565.0,1262,313,845,1158,4618.0,82,5.51,63,376,2272,9.9
255,Alain Cote,25.0,4,40,79,41,5,11,16,58.0,,41,5,11,16,58.0,80,7.03,61,280,2352,12.0
256,Alain Cote,26.0,5,43,77,51,8,18,26,65.0,,92,13,29,42,123.0,80,7.69,77,340,2441,12.6
257,Alain Cote,27.0,6,35,80,79,15,16,31,95.0,,171,28,45,73,218.0,80,8.03,73,320,2489,12.9
258,Alain Cote,28.0,7,34,78,79,12,28,40,88.0,,250,40,73,113,306.0,80,7.73,71,310,2444,12.7
259,Alain Cote,29.0,8,36,80,77,19,24,43,116.0,,327,59,97,156,422.0,80,7.89,74,336,2448,12.9
260,Alain Cote,30.0,9,22,76,80,13,22,35,127.0,,407,72,119,191,549.0,80,7.77,71,321,2447,12.7
261,Alain Cote,31.0,10,10,55,78,13,21,34,120.0,,485,85,140,225,669.0,80,7.94,82,370,2484,12.8
262,Alain Cote0,21.0,4,5,31,32,0,6,6,15.0,,32,0,6,6,15.0,80,7.94,82,370,2484,12.8
263,Alain Cote0,22.0,5,0,2,3,0,0,0,1.0,,35,0,6,6,16.0,80,7.34,72,344,2400,12.2
264,Alain Cote0,23.0,6,6,28,2,0,0,0,1.0,,37,0,6,6,17.0,80,7.43,89,437,2435,12.2
265,Alain Cote0,24.0,7,3,13,31,2,3,5,45.0,,68,2,9,11,62.0,80,7.48,85,403,2430,12.3
266,Alain Cote0,25.0,8,0,2,2,0,0,0,2.0,,70,2,9,11,64.0,80,7.37,76,367,2421,12.2
267,Alain Cote0,26.0,9,0,6,28,0,6,6,24.0,,98,2,15,17,88.0,80,6.91,71,366,2385,11.6
268,Alain Lemieux,23.0,4,28,49,3,0,1,1,7.0,,3,0,1,1,7.0,80,8.03,73,320,2489,12.9
269,Alain Lemieux,24.0,5,0,7,42,9,25,34,72.0,,45,9,26,35,79.0,80,7.73,71,310,2444,12.7
270,Alain Lemieux,25.0,6,0,1,17,4,5,9,14.0,,62,13,31,44,93.0,80,7.89,74,336,2448,12.9
271,Alain Nasreddine,31.0,4,5,44,15,0,0,0,3.0,151.0,15,0,0,0,3.0,82,5.27,57,359,2285,9.4
272,Alain Nasreddine,32.0,5,0,6,3,0,0,0,0.0,37.0,18,0,0,0,3.0,82,5.31,60,363,2326,9.4
273,Alan Haworth,23.0,4,55,75,49,16,20,36,72.0,,49,16,20,36,72.0,80,7.69,77,340,2441,12.6
274,Alan Haworth,24.0,5,49,76,57,21,18,39,114.0,,106,37,38,75,186.0,80,8.03,73,320,2489,12.9
275,Alan Haworth,25.0,6,73,71,74,23,27,50,145.0,,180,60,65,125,331.0,80,7.73,71,310,2444,12.7
276,Alan Haworth,26.0,7,41,50,75,24,31,55,164.0,,255,84,96,180,495.0,80,7.89,74,336,2448,12.9
277,Alan Haworth,27.0,8,57,72,76,23,26,49,154.0,,331,107,122,229,649.0,80,7.77,71,321,2447,12.7
278,Alan Kerr,23.0,4,58,80,19,3,1,4,17.0,,19,3,1,4,17.0,80,7.77,71,321,2447,12.7
279,Alan Kerr,24.0,5,38,71,7,0,1,1,9.0,,26,3,2,5,26.0,80,7.94,82,370,2484,12.8
280,Alan Kerr,25.0,6,36,75,72,7,10,17,97.0,,98,10,12,22,123.0,80,7.34,72,344,2400,12.2
281,Alan Kerr,26.0,7,0,2,80,24,34,58,196.0,,178,34,46,80,319.0,80,7.43,89,437,2435,12.2
282,Alan Kerr,27.0,8,11,58,71,20,18,38,147.0,,249,54,64,118,466.0,80,7.48,85,403,2430,12.3
283,Alan Kerr,28.0,9,1,7,75,15,21,36,127.0,,324,69,85,154,593.0,80,7.37,76,367,2421,12.2
284,Alan May,26.0,4,10,67,3,0,0,0,3.0,,3,0,0,0,3.0,80,7.43,89,437,2435,12.2
285,Alan May,27.0,5,15,75,3,1,0,1,3.0,,6,1,0,1,6.0,80,7.48,85,403,2430,12.3
286,Alan May,28.0,6,16,83,77,7,10,17,67.0,,83,8,10,18,73.0,80,7.37,76,367,2421,12.2
287,Alan May,29.0,7,12,51,67,4,6,10,66.0,,150,12,16,28,139.0,80,6.91,71,366,2385,11.6
288,Alan May,30.0,8,5,34,75,6,9,15,43.0,,225,18,25,43,182.0,80,6.96,77,402,2440,11.4
289,Alan Quine,25.0,4,5,13,2,1,0,1,5.0,36.0,2,1,0,1,5.0,82,5.34,48,255,2438,9.0
290,Alan Quine,26.0,5,1,9,61,5,13,18,82.0,764.0,63,6,13,19,87.0,82,5.45,47,245,2478,9.0
291,Alec Martinez,25.0,4,5,27,4,0,0,0,6.0,62.0,4,0,0,0,6.0,82,5.53,56,304,2486,9.1
292,Alec Martinez,26.0,5,22,61,60,5,11,16,74.0,917.0,64,5,11,16,80.0,82,5.46,52,291,2492,9.0
293,Alec Martinez,27.0,6,22,56,51,6,6,12,78.0,751.0,115,11,17,28,158.0,82,5.32,47,271,2439,8.9
294,Alec Martinez,28.0,7,31,78,27,1,4,5,30.0,433.0,142,12,21,33,188.0,48,5.31,29,160,1399,9.1
295,Alec Martinez,29.0,8,39,82,61,11,11,22,79.0,957.0,203,23,32,55,267.0,82,5.34,48,269,2463,8.9
296,Alec Martinez,30.0,9,25,77,56,6,16,22,103.0,1116.0,259,29,48,77,370.0,82,5.32,47,251,2453,8.9
297,Alec Martinez,31.0,10,18,60,78,10,21,31,124.0,1650.0,337,39,69,108,494.0,82,5.34,48,255,2438,9.0
298,Alec Martinez,32.0,11,16,51,82,9,30,39,144.0,1775.0,419,48,99,147,638.0,82,5.45,47,245,2478,9.0
299,Aleksander Barkov,21.0,4,52,61,54,8,16,24,87.0,923.0,54,8,16,24,87.0,82,5.34,48,269,2463,8.9
300,Aleksander Barkov,22.0,5,78,79,71,16,20,36,123.0,1242.0,125,24,36,60,210.0,82,5.32,47,251,2453,8.9
301,Aleksander Barkov,23.0,6,96,82,66,28,31,59,171.0,1282.0,191,52,67,119,381.0,82,5.34,48,255,2438,9.0
302,Aleksander Barkov,24.0,7,62,66,61,21,31,52,142.0,1184.0,252,73,98,171,523.0,82,5.45,47,245,2478,9.0
303,Aleksey Morozov,23.0,4,19,66,76,13,13,26,80.0,,76,13,13,26,80.0,82,5.28,57,380,2242,9.6
304,Aleksey Morozov,24.0,5,49,72,67,9,10,19,75.0,793.0,143,22,23,45,155.0,82,5.27,57,359,2285,9.4
305,Aleksey Morozov,25.0,6,25,27,68,12,19,31,101.0,942.0,211,34,42,76,256.0,82,5.49,53,331,2294,9.8
306,Aleksey Morozov,26.0,7,50,75,66,5,14,19,72.0,705.0,277,39,56,95,328.0,82,5.51,63,376,2272,9.9
307,Ales Hemsky,23.0,4,53,64,59,6,24,30,50.0,712.0,59,6,24,30,50.0,82,5.31,60,363,2326,9.4
308,Ales Hemsky,24.0,5,71,74,71,12,22,34,87.0,1025.0,130,18,46,64,137.0,82,5.14,57,348,2300,9.2
309,Ales Hemsky,25.0,6,66,72,81,19,58,77,178.0,1375.0,211,37,104,141,315.0,82,6.05,85,480,2458,10.1
310,Ales Hemsky,26.0,7,22,22,64,13,40,53,122.0,1087.0,275,50,144,194,437.0,82,5.76,70,398,2426,9.7
311,Ales Hemsky,27.0,8,42,47,74,20,51,71,184.0,1375.0,349,70,195,265,621.0,82,5.44,62,351,2383,9.4
312,Ales Hemsky,28.0,9,36,69,72,23,43,66,185.0,1343.0,421,93,238,331,806.0,82,5.7,65,341,2477,9.4
313,Ales Hemsky,29.0,10,20,38,22,7,15,22,57.0,395.0,443,100,253,353,863.0,82,5.53,56,304,2486,9.1
314,Ales Hemsky,30.0,11,43,75,47,14,28,42,100.0,859.0,490,114,281,395,963.0,82,5.46,52,291,2492,9.0
315,Ales Hemsky,31.0,12,32,76,69,10,26,36,137.0,1214.0,559,124,307,431,1100.0,82,5.32,47,271,2439,8.9
316,Ales Hemsky,32.0,13,39,75,38,9,11,20,82.0,597.0,597,133,318,451,1182.0,48,5.31,29,160,1399,9.1
317,Ales Hemsky,33.0,14,7,15,75,13,30,43,138.0,1197.0,672,146,348,494,1320.0,82,5.34,48,269,2463,8.9
318,Ales Hemsky,34.0,15,0,7,76,11,21,32,140.0,1037.0,748,157,369,526,1460.0,82,5.32,47,251,2453,8.9
319,Ales Kotalik,27.0,4,62,82,13,1,3,4,21.0,164.0,13,1,3,4,21.0,82,5.24,53,338,2262,9.5
320,Ales Kotalik,28.0,5,38,66,68,21,14,35,138.0,1037.0,81,22,17,39,159.0,82,5.31,60,363,2326,9.4
321,Ales Kotalik,29.0,6,43,79,62,15,11,26,142.0,941.0,143,37,28,65,301.0,82,5.14,57,348,2300,9.2
322,Ales Kotalik,30.0,7,43,75,82,25,37,62,261.0,1276.0,225,62,65,127,562.0,82,6.05,85,480,2458,10.1
323,Ales Kotalik,31.0,8,27,71,66,16,22,38,162.0,958.0,291,78,87,165,724.0,82,5.76,70,398,2426,9.7
324,Ales Kotalik,32.0,9,6,26,79,23,20,43,207.0,1212.0,370,101,107,208,931.0,82,5.44,62,351,2383,9.4
325,Alex Biega,29.0,4,9,44,7,1,0,1,7.0,111.0,7,1,0,1,7.0,82,5.32,47,251,2453,8.9
326,Alex Biega,30.0,5,16,41,51,0,7,7,61.0,855.0,58,1,7,8,68.0,82,5.34,48,255,2438,9.0
327,Alex Biega,31.0,6,3,49,36,0,3,3,37.0,474.0,94,1,10,11,105.0,82,5.45,47,245,2478,9.0
328,Alex Chiasson,25.0,4,14,77,7,6,1,7,13.0,99.0,7,6,1,7,13.0,48,5.31,29,160,1399,9.1
329,Alex Chiasson,26.0,5,24,81,79,13,22,35,144.0,1194.0,86,19,23,42,157.0,82,5.34,48,269,2463,8.9
330,Alex Chiasson,27.0,6,18,61,76,11,15,26,105.0,1017.0,162,30,38,68,262.0,82,5.32,47,251,2453,8.9
331,Alex Chiasson,28.0,7,38,73,77,8,6,14,88.0,1050.0,239,38,44,82,350.0,82,5.34,48,255,2438,9.0
332,Alex Chiasson,29.0,8,24,65,81,12,12,24,104.0,1084.0,320,50,56,106,454.0,82,5.45,47,245,2478,9.0
333,Alex Frolov,24.0,4,71,82,79,14,17,31,141.0,1136.0,79,14,17,31,141.0,82,5.31,60,363,2326,9.4
334,Alex Frolov,25.0,5,67,71,77,24,24,48,168.0,1326.0,156,38,41,79,309.0,82,5.14,57,348,2300,9.2
335,Alex Frolov,26.0,6,59,77,69,21,33,54,174.0,1332.0,225,59,74,133,483.0,82,6.05,85,480,2458,10.1
336,Alex Frolov,27.0,7,51,81,82,35,36,71,195.0,1635.0,307,94,110,204,678.0,82,5.76,70,398,2426,9.7
337,Alex Frolov,28.0,8,16,43,71,23,44,67,160.0,1335.0,378,117,154,271,838.0,82,5.44,62,351,2383,9.4
338,Alex Galchenyuk,21.0,4,56,82,48,9,18,27,79.0,591.0,48,9,18,27,79.0,48,5.31,29,160,1399,9.1
339,Alex Galchenyuk,22.0,5,44,61,65,13,18,31,110.0,936.0,113,22,36,58,189.0,82,5.34,48,269,2463,8.9
340,Alex Galchenyuk,23.0,6,51,82,80,20,26,46,163.0,1314.0,193,42,62,104,352.0,82,5.32,47,251,2453,8.9
341,Alex Galchenyuk,24.0,7,41,72,82,30,26,56,201.0,1333.0,275,72,88,160,553.0,82,5.34,48,255,2438,9.0
342,Alex Galchenyuk,25.0,8,24,59,61,17,27,44,104.0,972.0,336,89,115,204,657.0,82,5.45,47,245,2478,9.0
343,Alex Goligoski,25.0,4,46,83,3,0,2,2,2.0,42.0,3,0,2,2,2.0,82,5.44,62,351,2383,9.4
344,Alex Goligoski,26.0,5,30,71,45,6,14,20,61.0,824.0,48,6,16,22,63.0,82,5.7,65,341,2477,9.4
345,Alex Goligoski,27.0,6,27,47,69,8,29,37,98.0,1478.0,117,14,45,59,161.0,82,5.53,56,304,2486,9.1
346,Alex Goligoski,28.0,7,42,81,83,14,32,46,162.0,1846.0,200,28,77,105,323.0,82,5.46,52,291,2492,9.0
347,Alex Goligoski,29.0,8,36,81,71,9,21,30,140.0,1617.0,271,37,98,135,463.0,82,5.32,47,271,2439,8.9
348,Alex Goligoski,30.0,9,37,82,47,3,24,27,80.0,1052.0,318,40,122,162,543.0,48,5.31,29,160,1399,9.1
349,Alex Goligoski,31.0,10,36,82,81,6,36,42,141.0,1969.0,399,46,158,204,684.0,82,5.34,48,269,2463,8.9
350,Alex Goligoski,32.0,11,35,78,81,4,32,36,122.0,1929.0,480,50,190,240,806.0,82,5.32,47,251,2453,8.9
351,Alex Goligoski,33.0,12,27,76,82,5,32,37,127.0,1954.0,562,55,222,277,933.0,82,5.34,48,255,2438,9.0
352,Alex Goligoski,34.0,13,32,70,82,6,30,36,112.0,1913.0,644,61,252,313,1045.0,82,5.45,47,245,2478,9.0
353,Alex Henry,29.0,4,0,2,41,0,0,0,8.0,160.0,41,0,0,0,8.0,82,5.31,60,363,2326,9.4
354,Alex Hicks,29.0,4,7,55,64,10,11,21,83.0,,64,10,11,21,83.0,82,6.29,74,413,2481,10.4
355,Alex Hicks,30.0,5,3,8,73,7,21,28,78.0,,137,17,32,49,161.0,82,5.83,55,336,2444,9.8
356,Alex Killorn,26.0,4,40,81,38,7,12,19,82.0,639.0,38,7,12,19,82.0,48,5.31,29,160,1399,9.1
357,Alex Killorn,27.0,5,36,81,82,17,24,41,173.0,1376.0,120,24,36,60,255.0,82,5.34,48,269,2463,8.9
358,Alex Killorn,28.0,6,47,82,71,15,23,38,130.0,1202.0,191,39,59,98,385.0,82,5.32,47,251,2453,8.9
359,Alex Killorn,29.0,7,40,82,81,14,26,40,154.0,1360.0,272,53,85,138,539.0,82,5.34,48,255,2438,9.0
360,Alex Killorn,30.0,8,49,68,81,19,17,36,176.0,1458.0,353,72,102,174,715.0,82,5.45,47,245,2478,9.0
361,Alex Kovalev,22.0,4,58,81,65,20,18,38,134.0,,65,20,18,38,134.0,84,7.25,87,443,2603,11.7
362,Alex Kovalev,23.0,5,35,45,76,23,33,56,184.0,,141,43,51,94,318.0,84,6.48,76,407,2545,10.7
363,Alex Kovalev,24.0,6,53,73,48,13,15,28,103.0,,189,56,66,122,421.0,48,5.97,37,209,1408,10.2
364,Alex Kovalev,25.0,7,53,77,81,24,34,58,206.0,,270,80,100,180,627.0,82,6.29,74,413,2481,10.4
365,Alex Kovalev,26.0,8,66,82,45,13,22,35,110.0,,315,93,122,215,737.0,82,5.83,55,336,2444,9.8
366,Alex Kovalev,27.0,9,95,79,73,23,30,53,173.0,,388,116,152,268,910.0,82,5.28,57,380,2242,9.6
367,Alex Kovalev,28.0,10,76,67,77,23,30,53,191.0,1570.0,465,139,182,321,1101.0,82,5.27,57,359,2285,9.4
368,Alex Kovalev,29.0,11,77,78,82,26,40,66,254.0,1876.0,547,165,222,387,1355.0,82,5.49,53,331,2294,9.8
369,Alex Kovalev,30.0,12,45,78,79,44,51,95,307.0,1863.0,626,209,273,482,1662.0,82,5.51,63,376,2272,9.9
370,Alex Kovalev,32.0,13,65,69,67,32,44,76,266.0,1611.0,693,241,317,558,1928.0,82,5.24,53,338,2262,9.5
371,Alex Kovalev,33.0,14,47,73,78,37,40,77,271.0,1783.0,771,278,357,635,2199.0,82,5.31,60,363,2326,9.4
372,Alex Kovalev,34.0,15,84,82,78,14,31,45,207.0,1482.0,849,292,388,680,2406.0,82,5.14,57,348,2300,9.2
373,Alex Kovalev,35.0,16,65,78,69,23,42,65,206.0,1344.0,918,315,430,745,2612.0,82,6.05,85,480,2458,10.1
374,Alex Kovalev,36.0,17,49,77,73,18,29,47,197.0,1332.0,991,333,459,792,2809.0,82,5.76,70,398,2426,9.7
375,Alex Kovalev,37.0,18,34,74,82,35,49,84,230.0,1603.0,1073,368,508,876,3039.0,82,5.44,62,351,2383,9.4
376,Alex Kovalev,39.0,19,5,14,78,26,39,65,209.0,1515.0,1151,394,547,941,3248.0,82,5.7,65,341,2477,9.4
377,Alex Ovechkin,23.0,4,110,79,81,52,54,106,425.0,1751.0,81,52,54,106,425.0,82,6.05,85,480,2458,10.1
378,Alex Ovechkin,24.0,5,109,72,82,46,46,92,392.0,1754.0,163,98,100,198,817.0,82,5.76,70,398,2426,9.7
379,Alex Ovechkin,25.0,6,85,79,82,65,47,112,446.0,1894.0,245,163,147,310,1263.0,82,5.44,62,351,2383,9.4
380,Alex Ovechkin,26.0,7,65,78,79,56,54,110,528.0,1817.0,324,219,201,420,1791.0,82,5.7,65,341,2477,9.4
381,Alex Ovechkin,27.0,8,56,48,72,50,59,109,368.0,1569.0,396,269,260,529,2159.0,82,5.53,56,304,2486,9.1
382,Alex Ovechkin,28.0,9,79,78,79,32,53,85,367.0,1688.0,475,301,313,614,2526.0,82,5.46,52,291,2492,9.0
383,Alex Ovechkin,29.0,10,81,81,78,38,27,65,303.0,1544.0,553,339,340,679,2829.0,82,5.32,47,271,2439,8.9
384,Alex Ovechkin,30.0,11,71,79,48,32,24,56,220.0,1002.0,601,371,364,735,3049.0,48,5.31,29,160,1399,9.1
385,Alex Ovechkin,31.0,12,69,82,78,51,28,79,386.0,1603.0,679,422,392,814,3435.0,82,5.34,48,269,2463,8.9
386,Alex Ovechkin,32.0,13,87,82,81,53,28,81,395.0,1646.0,760,475,420,895,3830.0,82,5.32,47,251,2453,8.9
387,Alex Ovechkin,33.0,14,89,81,79,50,21,71,398.0,1604.0,839,525,441,966,4228.0,82,5.34,48,255,2438,9.0
388,Alex Ovechkin,34.0,15,67,68,82,33,36,69,313.0,1506.0,921,558,477,1035,4541.0,82,5.45,47,245,2478,9.0
389,Alex Pietrangelo,22.0,4,51,81,8,0,1,1,7.0,132.0,8,0,1,1,7.0,82,5.7,65,341,2477,9.4
390,Alex Pietrangelo,23.0,5,24,47,9,1,1,2,7.0,149.0,17,1,2,3,14.0,82,5.53,56,304,2486,9.1
391,Alex Pietrangelo,24.0,6,51,81,79,11,32,43,161.0,1738.0,96,12,34,46,175.0,82,5.46,52,291,2492,9.0
392,Alex Pietrangelo,25.0,7,46,81,81,12,39,51,202.0,2003.0,177,24,73,97,377.0,82,5.32,47,271,2439,8.9
393,Alex Pietrangelo,26.0,8,37,73,47,5,19,24,93.0,1180.0,224,29,92,121,470.0,48,5.31,29,160,1399,9.1
394,Alex Pietrangelo,27.0,9,48,80,81,8,43,51,164.0,2054.0,305,37,135,172,634.0,82,5.34,48,269,2463,8.9
395,Alex Pietrangelo,28.0,10,54,78,81,7,39,46,195.0,2058.0,386,44,174,218,829.0,82,5.32,47,251,2453,8.9
396,Alex Pietrangelo,29.0,11,41,71,73,7,30,37,182.0,1920.0,459,51,204,255,1011.0,82,5.34,48,255,2438,9.0
397,Alex Pietrangelo,30.0,12,52,70,80,14,34,48,181.0,2023.0,539,65,238,303,1192.0,82,5.45,47,245,2478,9.0
398,Alex Selivanov,26.0,4,35,70,43,10,6,16,94.0,,43,10,6,16,94.0,48,5.97,37,209,1408,10.2
399,Alex Selivanov,27.0,5,33,72,79,31,21,52,215.0,,122,41,27,68,309.0,82,6.29,74,413,2481,10.4
400,Alex Selivanov,28.0,6,47,67,69,15,18,33,187.0,,191,56,45,101,496.0,82,5.83,55,336,2444,9.8
401,Alex Selivanov,29.0,7,19,59,70,16,19,35,206.0,,261,72,64,136,702.0,82,5.28,57,380,2242,9.6
402,Alex Steen,24.0,4,28,81,75,18,27,45,176.0,1322.0,75,18,27,45,176.0,82,6.05,85,480,2458,10.1
403,Alex Steen,25.0,5,47,68,82,15,20,35,192.0,1287.0,157,33,47,80,368.0,82,5.76,70,398,2426,9.7
404,Alex Steen,26.0,6,51,72,76,15,27,42,169.0,1375.0,233,48,74,122,537.0,82,5.44,62,351,2383,9.4
405,Alex Steen,27.0,7,28,43,81,8,20,28,148.0,1323.0,314,56,94,150,685.0,82,5.7,65,341,2477,9.4
406,Alex Steen,28.0,8,27,40,68,24,23,47,189.0,1107.0,382,80,117,197,874.0,82,5.53,56,304,2486,9.1
407,Alex Steen,29.0,9,62,68,72,20,31,51,218.0,1408.0,454,100,148,248,1092.0,82,5.46,52,291,2492,9.0
408,Alex Steen,30.0,10,64,74,43,15,13,28,134.0,822.0,497,115,161,276,1226.0,82,5.32,47,271,2439,8.9
409,Alex Steen,31.0,11,52,67,40,8,19,27,129.0,760.0,537,123,180,303,1355.0,48,5.31,29,160,1399,9.1
410,Alex Steen,32.0,12,51,76,68,33,29,62,211.0,1379.0,605,156,209,365,1566.0,82,5.34,48,269,2463,8.9
411,Alex Steen,33.0,13,46,76,74,24,40,64,223.0,1479.0,679,180,249,429,1789.0,82,5.32,47,251,2453,8.9
412,Alex Steen,34.0,14,27,65,67,17,35,52,172.0,1365.0,746,197,284,481,1961.0,82,5.34,48,255,2438,9.0
413,Alex Steen,35.0,15,17,55,76,16,35,51,117.0,1467.0,822,213,319,532,2078.0,82,5.45,47,245,2478,9.0
414,Alex Tanguay,23.0,4,67,82,76,17,34,51,74.0,1188.0,76,17,34,51,74.0,82,5.49,53,331,2294,9.8
415,Alex Tanguay,24.0,5,79,69,82,27,50,77,135.0,1464.0,158,44,84,128,209.0,82,5.51,63,376,2272,9.9
416,Alex Tanguay,26.0,6,78,71,70,13,35,48,90.0,1284.0,228,57,119,176,299.0,82,5.24,53,338,2262,9.5
417,Alex Tanguay,27.0,7,81,81,82,26,41,67,142.0,1460.0,310,83,160,243,441.0,82,5.31,60,363,2326,9.4
418,Alex Tanguay,28.0,8,58,78,69,25,54,79,117.0,1266.0,379,108,214,322,558.0,82,5.14,57,348,2300,9.2
419,Alex Tanguay,29.0,9,41,50,71,29,49,78,125.0,1304.0,450,137,263,400,683.0,82,6.05,85,480,2458,10.1
420,Alex Tanguay,30.0,10,37,80,81,22,59,81,107.0,1431.0,531,159,322,481,790.0,82,5.76,70,398,2426,9.7
421,Alex Tanguay,31.0,11,69,79,78,18,40,58,121.0,1463.0,609,177,362,539,911.0,82,5.44,62,351,2383,9.4
422,Alex Tanguay,32.0,12,49,64,50,16,25,41,76.0,805.0,659,193,387,580,987.0,82,5.7,65,341,2477,9.4
423,Alex Tanguay,33.0,13,27,40,80,10,27,37,91.0,1263.0,739,203,414,617,1078.0,82,5.53,56,304,2486,9.1
424,Alex Tanguay,34.0,14,11,16,79,22,47,69,120.0,1561.0,818,225,461,686,1198.0,82,5.46,52,291,2492,9.0
425,Alex Tanguay,35.0,15,55,80,64,13,36,49,84.0,1219.0,882,238,497,735,1282.0,82,5.32,47,271,2439,8.9
